source,target,interaction,directed,symbol,value
31.1,32.1,pp,True,31.1,1.0
31.2,32.2,pp,True,31.2,1.0
32.1,33.1,pp,True,32.1,1.0
32.2,33.2,pp,True,32.2,1.0
33.1,34.1,pp,True,33.1,1.0
33.2,34.2,pp,True,33.2,1.0
34.1,35.1,pp,True,34.1,1.0
34.2,35.2,pp,True,34.2,1.0
35.1,36.1,pp,True,35.1,1.0
35.2,36.2,pp,True,35.2,1.0
36.1,37.1,pp,True,36.1,1.0
36.2,37.2,pp,True,36.2,1.0
37.1,38.1,pp,True,37.1,1.0
37.2,38.2,pp,True,37.2,1.0
38.1,39.1,pp,True,38.1,1.0
38.2,39.2,pp,True,38.2,1.0
39.1,40.1,pp,True,39.1,1.0
39.2,40.2,pp,True,39.2,1.0
40.1,41.1,pp,True,40.1,1.0
40.2,41.2,pp,True,40.2,1.0
41.1,42.1,pp,True,41.1,1.0
41.2,42.2,pp,True,41.2,1.0
42.1,43.1,pp,True,42.1,1.0
42.2,43.2,pp,True,42.2,1.0
43.1,44.1,pp,True,43.1,1.0
43.2,44.2,pp,True,43.2,1.0
44.1,45.1,pp,True,44.1,1.0
44.2,45.2,pp,True,44.2,1.0
45.1,46.1,pp,True,45.1,1.0
45.2,46.2,pp,True,45.2,1.0
46.1,47.1,pp,True,46.1,1.0
46.2,47.2,pp,True,46.2,1.0
47.1,48.1,pp,True,47.1,1.0
47.2,48.2,pp,True,47.2,1.0
48.1,49.1,pp,True,48.1,1.0
48.2,49.2,pp,True,48.2,1.0
49.1,50.1,pp,True,49.1,1.0
49.2,50.2,pp,True,49.2,1.0
50.1,51.1,pp,True,50.1,1.0
51.1,52.1,pp,True,51.1,1.0
52.1,52.2,pp,True,52.1,1.0
52.1,53.1,pp,True,52.1,1.0
52.2,53.2,pp,True,52.2,1.0
53.1,54.1,pp,True,53.1,1.0
53.2,54.2,pp,True,53.2,1.0
54.1,55.1,pp,True,54.1,1.0
54.2,55.2,pp,True,54.2,1.0
55.1,56.1,pp,True,55.1,1.0
55.2,56.2,pp,True,55.2,1.0
56.1,57.1,pp,True,56.1,1.0
57.1,58.1,pp,True,57.1,1.0
58.1,58.2,pp,True,58.1,1.0
58.1,59.1,pp,True,58.1,1.0
58.2,59.2,pp,True,58.2,1.0
59.1,60.1,pp,True,59.1,1.0
59.2,60.2,pp,True,59.2,1.0
60.1,61.1,pp,True,60.1,1.0
60.2,61.2,pp,True,60.2,1.0
61.1,62.1,pp,True,61.1,1.0
61.2,62.2,pp,True,61.2,1.0
62.1,63.1,pp,True,62.1,1.0
63.1,64.1,pp,True,63.1,1.0
64.1,64.2,pp,True,64.1,1.0
64.1,65.1,pp,True,64.1,1.0
64.2,65.2,pp,True,64.2,1.0
65.1,66.1,pp,True,65.1,1.0
65.2,66.2,pp,True,65.2,1.0
66.1,67.1,pp,True,66.1,1.0
66.2,67.2,pp,True,66.2,1.0
67.1,68.1,pp,True,67.1,1.0
67.2,68.2,pp,True,67.2,1.0
68.1,69.1,pp,True,68.1,1.0
68.2,69.2,pp,True,68.2,1.0
69.1,70.1,pp,True,69.1,1.0
70.1,71.1,pp,True,70.1,1.0
71.1,71.2,pp,True,71.1,1.0
71.1,72.1,pp,True,71.1,1.0
71.2,72.2,pp,True,71.2,1.0
72.1,73.1,pp,True,72.1,1.0
72.2,73.2,pp,True,72.2,1.0
73.1,74.1,pp,True,73.1,1.0
73.2,74.2,pp,True,73.2,1.0
74.1,75.1,pp,True,74.1,1.0
74.2,75.2,pp,True,74.2,1.0
75.1,76.1,pp,True,75.1,1.0
75.2,76.2,pp,True,75.2,1.0
76.1,77.1,pp,True,76.1,1.0
77.1,78.1,pp,True,77.1,1.0
78.1,78.2,pp,True,78.1,1.0
78.1,79.1,pp,True,78.1,1.0
78.2,79.2,pp,True,78.2,1.0
79.1,80.1,pp,True,79.1,1.0
79.2,80.2,pp,True,79.2,1.0
80.1,81.1,pp,True,80.1,1.0
80.2,81.2,pp,True,80.2,1.0
81.1,82.1,pp,True,81.1,1.0
81.2,82.2,pp,True,81.2,1.0
82.1,83.1,pp,True,82.1,1.0
82.2,83.2,pp,True,82.2,1.0
83.1,84.1,pp,True,83.1,1.0
83.2,84.2,pp,True,83.2,1.0
84.1,85.1,pp,True,84.1,1.0
84.2,85.2,pp,True,84.2,1.0
85.1,86.1,pp,True,85.1,1.0
85.2,86.2,pp,True,85.2,1.0
86.1,87.1,pp,True,86.1,1.0
86.2,87.2,pp,True,86.2,1.0
87.1,88.1,pp,True,87.1,1.0
87.2,88.2,pp,True,87.2,1.0
88.1,89.1,pp,True,88.1,1.0
88.2,89.2,pp,True,88.2,1.0
89.1,90.1,pp,True,89.1,1.0
90.1,91.1,pp,True,90.1,1.0
91.1,91.2,pp,True,91.1,1.0
91.1,92.1,pp,True,91.1,1.0
91.2,92.2,pp,True,91.2,1.0
92.1,93.1,pp,True,92.1,1.0
92.2,93.2,pp,True,92.2,1.0
93.1,94.1,pp,True,93.1,1.0
93.2,94.2,pp,True,93.2,1.0
94.1,95.1,pp,True,94.1,1.0
94.2,95.2,pp,True,94.2,1.0
95.1,96.1,pp,True,95.1,1.0
95.2,96.2,pp,True,95.2,1.0
96.1,97.1,pp,True,96.1,1.0
97.1,98.1,pp,True,97.1,1.0
98.1,98.2,pp,True,98.1,1.0
98.1,99.1,pp,True,98.1,1.0
98.2,99.2,pp,True,98.2,1.0
99.1,100.1,pp,True,99.1,1.0
99.2,100.2,pp,True,99.2,1.0
100.1,101.1,pp,True,100.1,1.0
100.2,101.2,pp,True,100.2,1.0
101.1,102.1,pp,True,101.1,1.0
101.2,102.2,pp,True,101.2,1.0
102.1,103.1,pp,True,102.1,1.0
102.2,103.2,pp,True,102.2,1.0
103.1,104.1,pp,True,103.1,1.0
103.2,104.2,pp,True,103.2,1.0
104.1,105.1,pp,True,104.1,1.0
105.1,106.1,pp,True,105.1,1.0
106.1,106.2,pp,True,106.1,1.0
106.1,107.1,pp,True,106.1,1.0
106.2,107.2,pp,True,106.2,1.0
107.1,108.1,pp,True,107.1,1.0
107.2,108.2,pp,True,107.2,1.0
108.1,109.1,pp,True,108.1,1.0
108.2,109.2,pp,True,108.2,1.0
109.1,110.1,pp,True,109.1,1.0
110.1,111.1,pp,True,110.1,1.0
111.1,112.1,pp,True,111.1,1.0
112.1,112.2,pp,True,112.1,1.0
112.1,113.1,pp,True,112.1,1.0
112.2,113.2,pp,True,112.2,1.0
113.1,114.1,pp,True,113.1,1.0
113.2,114.2,pp,True,113.2,1.0
114.1,115.1,pp,True,114.1,1.0
114.2,115.2,pp,True,114.2,1.0
115.1,116.1,pp,True,115.1,1.0
115.2,116.2,pp,True,115.2,1.0
116.1,117.1,pp,True,116.1,1.0
117.1,118.1,pp,True,117.1,1.0
118.1,118.2,pp,True,118.1,1.0
118.1,119.1,pp,True,118.1,1.0
118.2,119.2,pp,True,118.2,1.0
119.1,120.1,pp,True,119.1,1.0
119.2,120.2,pp,True,119.2,1.0
120.1,121.1,pp,True,120.1,1.0
120.2,121.2,pp,True,120.2,1.0
121.1,122.1,pp,True,121.1,1.0
121.2,122.2,pp,True,121.2,1.0
122.1,123.1,pp,True,122.1,1.0
122.2,123.2,pp,True,122.2,1.0
123.1,124.1,pp,True,123.1,1.0
123.2,124.2,pp,True,123.2,1.0
124.1,125.1,pp,True,124.1,1.0
124.2,125.2,pp,True,124.2,1.0
125.1,126.1,pp,True,125.1,1.0
125.2,126.2,pp,True,125.2,1.0
126.1,127.1,pp,True,126.1,1.0
126.2,127.2,pp,True,126.2,1.0
127.1,128.1,pp,True,127.1,1.0
127.2,128.2,pp,True,127.2,1.0
128.1,128.3,pp,True,128.1,1.0
128.1,129.1,pp,True,128.1,1.0
128.3,129.3,pp,True,128.3,1.0
128.2,129.2,pp,True,128.2,1.0
129.1,130.1,pp,True,129.1,1.0
129.2,130.2,pp,True,129.2,1.0
129.3,130.3,pp,True,129.3,1.0
130.1,131.1,pp,True,130.1,1.0
130.2,131.2,pp,True,130.2,1.0
131.1,132.1,pp,True,131.1,1.0
131.2,132.2,pp,True,131.2,1.0
132.1,132.3,pp,True,132.1,1.0
132.1,133.1,pp,True,132.1,1.0
132.3,133.3,pp,True,132.3,1.0
132.2,133.2,pp,True,132.2,1.0
133.1,134.1,pp,True,133.1,1.0
133.2,134.2,pp,True,133.2,1.0
133.3,134.3,pp,True,133.3,1.0
134.1,135.1,pp,True,134.1,1.0
134.2,135.2,pp,True,134.2,1.0
134.3,135.3,pp,True,134.3,1.0
135.1,136.1,pp,True,135.1,1.0
135.2,136.2,pp,True,135.2,1.0
135.3,136.3,pp,True,135.3,1.0
136.1,137.1,pp,True,136.1,1.0
136.2,137.2,pp,True,136.2,1.0
136.3,137.3,pp,True,136.3,1.0
137.1,138.1,pp,True,137.1,1.0
137.2,138.2,pp,True,137.2,1.0
137.3,137.4,pp,True,137.3,1.0
137.3,137.5,pp,True,137.3,1.0
137.3,138.3,pp,True,137.3,1.0
138.1,139.1,pp,True,138.1,1.0
138.2,139.2,pp,True,138.2,1.0
138.3,139.3,pp,True,138.3,1.0
139.1,140.1,pp,True,139.1,1.0
139.2,140.2,pp,True,139.2,1.0
139.3,140.3,pp,True,139.3,1.0
140.1,141.1,pp,True,140.1,1.0
140.2,141.2,pp,True,140.2,1.0
140.3,141.3,pp,True,140.3,1.0
141.1,142.1,pp,True,141.1,1.0
141.2,142.2,pp,True,141.2,1.0
141.3,142.3,pp,True,141.3,1.0
142.1,143.1,pp,True,142.1,1.0
142.2,143.2,pp,True,142.2,1.0
142.3,143.3,pp,True,142.3,1.0
143.1,144.1,pp,True,143.1,1.0
143.2,144.2,pp,True,143.2,1.0
143.3,143.4,pp,True,143.3,1.0
143.3,145.3,pp,True,143.3,1.0
143.4,144.4,pp,True,143.4,1.0
144.1,145.1,pp,True,144.1,1.0
144.2,145.2,pp,True,144.2,1.0
145.1,145.4,pp,True,145.1,1.0
145.1,146.1,pp,True,145.1,1.0
145.4,146.4,pp,True,145.4,1.0
145.2,147.2,pp,True,145.2,1.0
145.3,146.3,pp,True,145.3,1.0
146.1,147.1,pp,True,146.1,1.0
146.3,147.3,pp,True,146.3,1.0
147.1,148.1,pp,True,147.1,1.0
147.2,148.2,pp,True,147.2,1.0
147.3,148.3,pp,True,147.3,1.0
148.1,149.1,pp,True,148.1,1.0
148.2,149.2,pp,True,148.2,1.0
148.3,148.4,pp,True,148.3,1.0
148.3,149.3,pp,True,148.3,1.0
149.1,150.1,pp,True,149.1,1.0
149.2,150.2,pp,True,149.2,1.0
149.3,150.3,pp,True,149.3,1.0
150.1,151.1,pp,True,150.1,1.0
150.2,151.2,pp,True,150.2,1.0
150.3,151.3,pp,True,150.3,1.0
151.1,151.4,pp,True,151.1,1.0
151.1,152.1,pp,True,151.1,1.0
151.4,152.4,pp,True,151.4,1.0
151.2,153.2,pp,True,151.2,1.0
151.3,152.3,pp,True,151.3,1.0
152.1,153.1,pp,True,152.1,1.0
152.3,153.3,pp,True,152.3,1.0
153.1,154.1,pp,True,153.1,1.0
153.2,154.2,pp,True,153.2,1.0
153.3,154.3,pp,True,153.3,1.0
154.1,155.1,pp,True,154.1,1.0
154.2,155.2,pp,True,154.2,1.0
154.3,155.3,pp,True,154.3,1.0
155.1,156.1,pp,True,155.1,1.0
155.2,156.2,pp,True,155.2,1.0
155.3,155.4,pp,True,155.3,1.0
155.3,156.3,pp,True,155.3,1.0
155.4,156.4,pp,True,155.4,1.0
156.1,157.1,pp,True,156.1,1.0
156.2,157.2,pp,True,156.2,1.0
156.3,157.3,pp,True,156.3,1.0
156.4,157.4,pp,True,156.4,1.0
157.1,158.1,pp,True,157.1,1.0
157.2,158.2,pp,True,157.2,1.0
157.3,158.3,pp,True,157.3,1.0
157.4,158.4,pp,True,157.4,1.0
158.1,159.1,pp,True,158.1,1.0
158.2,159.2,pp,True,158.2,1.0
158.3,160.3,pp,True,158.3,1.0
158.4,159.4,pp,True,158.4,1.0
159.1,160.1,pp,True,159.1,1.0
159.2,160.2,pp,True,159.2,1.0
160.1,161.1,pp,True,160.1,1.0
160.2,161.2,pp,True,160.2,1.0
160.3,161.3,pp,True,160.3,1.0
161.1,161.4,pp,True,161.1,1.0
161.1,162.1,pp,True,161.1,1.0
161.4,162.4,pp,True,161.4,1.0
161.2,162.2,pp,True,161.2,1.0
161.3,162.3,pp,True,161.3,1.0
162.1,163.1,pp,True,162.1,1.0
162.3,163.3,pp,True,162.3,1.0
162.4,162.5,pp,True,162.4,1.0
162.4,163.4,pp,True,162.4,1.0
162.5,163.5,pp,True,162.5,1.0
